title,description
"[공식발표] '월클' 손흥민, FIFA21 EPL 올해의 팀 선정...능력치 94",월드클래스 윙어 손흥민이 세계적인 축구 게임 FIFA 21 내 잉글리시 프리미어리그(EPL) 올해의 팀에서 선정됐다. 손흥민의 능력치는 총점 94였다. EA스포츠는 30일(한국시간) 공식 채널을 통해 FIFA 21 EPL 올해의 팀... 
"눈물 닦은 손흥민, 최하위 셰필드 상대로 '한 시즌 최다골' 조준",쏟았던 손흥민(29·토트넘)이 잉글랜드 프로축구 프리미어리그(EPL) 시즌 막바지 레이스에서 득점 사냥을... 달성한 손흥민은 리그 2경기 연속 골과 자신의 한 시즌 공식전 최다 골 타이기록을 동시 조준한다.... 
"'손흥민-베일 맹활약' 토트넘, 꼴찌 셰필드에 4-0 대승...5위 등극","케인-손흥민이 선발 출장했다. 셰필드는 3-5-2 전형으로 나섰다. 애런 램즈데일 골키퍼를 비롯해 조지 발독... 이후 전반 18분, 손흥민이 케인에게 패스를 내준 뒤 수비의 강한 태클에 걸려 넘어져 한 동안 일어나지... "
"또 놓친 프로 첫 타이틀 그리고 눈물…손흥민, 선택의 기로에 섰다","경기 후 공식 기자회견에선 ‘손흥민의 눈물’이 현지 언론들의 화제가 됐고, 감독은 침통한 표정으로 “그 마음을 이해할 수 있다”며 고개를 숙였다. ‘손세이셔널’ 손흥민(토트넘)의 프로 커리어 첫 정상 도전은... "
"맨유, SNS서 토트넘 손흥민 인종차별한 팬 6명 찾아내 ‘출입금지’ 징계",토트넘 손흥민을 향해 인종차별적 내용의 글을 남긴 팬들을 찾아내 징계했다. 30일(현지시간) 맨유는 “4월 11일(이하 현지시간) 경기 뒤 소셜 미디어에서 토트넘의 손흥민에게 욕설해 클럽 규정을 위반한 혐의를 받는... 
손흥민 한일전 굉장히 고대했다 日 고위관계자 뒷이야기,일본 축구계 고위 관계자가 손흥민(29·토트넘)이 한일전 출장을 굉장히 고대했다는 뒷이야기를 전했다. 일본... 당시 손흥민은 한일전을 앞두고 치른 아스날과 리그 28라운드 원정 경기서 전반 19분 만에 햄스트링 부상으로... 
"손흥민, 리그 첫 'PK 성공'으로 '최다골' 새역사",→ [원문에서 영상 보기] https://news.sbs.co.kr/n/?id=N1006292938  손흥민 선수가 프리미어리그 데뷔 이후 처음으로... &lt;기자&gt; 1대 0으로 뒤진 후반 15분 가레스 베일이 동점골을 뽑자 손흥민은 잽싸게 골대로 달려가 공을 주워든... 
"김학범, 손흥민-황의조-권창훈 포함 11명이 와일드카드 후보[일문일답]","“손흥민-황의조-권창훈을 포함한 전 포지션의 11명이 와일드카드 후보다. 김학범 올림픽 축구팀 감독은... 김학범 감독은 와일드카드 선발에 대해 “손흥민, 황의조, 권창훈을 포함한 전 포지션의 11명이 와일드카드... "
두 마리 토끼 잡은 손흥민…한 시즌 최다 15호골+메이슨 대행에 첫 승,"토트넘 홋스퍼 공격수 손흥민(29)이 최고의 하루를 보냈다. 리그 15호골로 자신의 한 시즌 EPL 최다골 신기록을 달성했고, 라이언 메이슨 토트넘 감독대행에게 첫 승을 안겼다. 손흥민은 22일 오전 2시(한국시간) 영국... "
"[리뷰] '손흥민 1골 1도움' 토트넘, 셰필드 상대로 4-0 대승… 5위 등극","홈팀 토트넘은 4-2-3-1 포메이션에서 해리 케인을 필두로 가레스 베일, 델레 알리, 손흥민이 뒤를 받쳤다.... 전반 16분 손흥민이 위협적인 중거리슈팅을 시도했다. 오리에의 패스를 바로 슈팅으로 이어가기 편한 곳으로... "
"손흥민, 인종차별 근절 호소 우리는 모두 같은 사람…트토넘 캠페인에 등장","손흥민(29·토트넘 홋스퍼)이 인종차별 반대 캠페인에 등장해 우리는 모두 같은 사람이라며 인종차별 행위... 손흥민을 비롯해 토트넘 소속 남녀 선수들, 라이언 메이슨 감독대행 등이 캠페인에 동참했다. 손흥민은... "
"손흥민, 26일 새벽 카라바오컵 결승서 프로 첫 우승컵 도전",손흥민(29·토트넘)이 프로 첫 우승 트로피 사냥에 나선다. 올 시즌 리그 15골을 넣으며 잉글랜드 프리미어리그(EPL) 개인 통산 최다골을 기록 중인 손흥민. 프로 데뷔 12년 차에도 매년 자신의 기록을 경신하며 순항하고... 
"'21호골' 손흥민, 카라바오컵 패배 눈물 입 열다 스스로 실망하고 분했다 [...",셰필드전서 시즌 21호골을 터뜨린 뒤 카메라 세리머니하는 토트넘 손흥민. 런던 | 공동취재단 런던 | 공동취재단 “스스로 매우 실망했고 분했다.” 셰필드 유나이티드를 상대로 올 시즌 EPL 16호을 터뜨린 손흥민(29... 
손흥민 '통한의 눈물'…프로 데뷔 첫 우승 기회 또 놓쳐,놓친 손흥민(토트넘 훗스퍼)이 '통한의 눈물'을 쏟아냈다. 토트넘은 26일 영국 런던의 웸블리 스타디움에서 열린 맨체스터 시티와 2020-2021 잉글랜드풋볼리그(EFL) 카라바오컵 결승전에서 0대1로 패배했다. 손흥민과... 
"'셰필드전 1골1도움' 손흥민, EPL '이주의 팀' 선정…해트트릭 베일도 함께","손흥민(29·토트넘)이 잉글랜드 프리미어리그(EPL) '이주의 팀' 멤버로 선정됐다. 셰필드 유나이티드전에서... 손흥민이 좌측면 공격수로 이름을 올렸다. 팀 동료인 가레스 베일, 카이 하베르츠(첼시), 미카엘 안토니오... "
손흥민 최다골에 10-10클럽까지…토트넘 4-0 대승,토트넘 손흥민.[연합] 잉글랜드 프로축구 토트넘 홋스퍼의 손흥민(29)이 1골 1도움으로 풍성한 기록을 쓰며 소속팀의 대승에 앞장섰다. 손흥민은 3일 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 셰필드... 
"'새 감독 와도 언터처블' 손흥민-케인 등 5인, 英매체 선정 토트넘 부동의 주...","매체가 꼽은 부동의 주전은 해리 케인, 손흥민, 위고 요리스, 세르히오 레길론, 피에르-에밀 호이비에르다. 손흥민은 이번 시즌 잉글리시 프리미어리그(EPL)에서 16골 10도움을 기록 중이다. 토트넘 역사상 최초로 지난... "
손흥민도 와일드카드 후보…메달 획득에 총력,"메달 획득을 위해 총력을 다하겠다며 황의조는 물론 손흥민까지 와일드카드 후보에 넣었습니다. 김형열... 내가 다 격파하고 나갈게' 내 속마음은 그거였어요.] 3장의 와일드카드에 대해서는 손흥민과 황의조, 권창훈 등... "
"‘손흥민의 눈물’ 해외 언론·팬도 주목…“힘내, 쏘니” “컵대회에 왜 울어...",손흥민(29·토트넘)의 좌절과 눈물에 현지 언론이 주목했다. 토트넘은 26일 영국 런던의 웸블리... 이와함께 손흥민도 2010년 함부르크(독일)에서 프로 선수로 데뷔한 이후 프로 무대 첫 우승의 기회를 살리지 못했다.... 
‘손흥민도 입을까’ 토트넘 2022-23 시즌 유니폼 디자인 유출,손흥민이 2022-23 시즌에도 토트넘 유니폼을 입고 활약할지 관심이 쏠린다. ‘푸티 헤드라인스’는 5일... 최근 손흥민의 토트넘 재계약 여부를 두고 관심이 모이고 있다. 손흥민의 기존 계약은 2023년 여름이면... 
'손흥민 포함' 인종차별 논란…영국 언론들도 보이콧 합류,토트넘에서 맹활약하고 있는 손흥민도 맨체스터 유나이티드전 뒤에 온라인 상에서 인종차별을 당했다. 당시 영국 공영방송 'BBC'는 한국 공격수 손흥민이 맨체스터 유나이티드전 패배 뒤에 혐오적인 인종차별을 당했다.... 
손흥민 눈물 본 메이슨 감독대행 “헌신했지만 역부족”,리그컵 우승을 눈앞에 두고 좌절한 손흥민(29·토트넘)이 결국 주저앉아 서럽게 울었다. 이를 본 메이슨... 프로 데뷔 후 첫 우승컵을 들어 올리려던 손흥민은 준우승에 그치자 결국 주저앉아 눈물을 흘렸다. 토트넘은... 
"손흥민, 축구게임 FIFA 21에서도 인정… 개인 최고 능력치 94",잉글리시 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민(29)이 인터넷 게임에서도 인정받았다. 손흥민은 30일(한국시간) 게임 업체 일렉트로닉아츠(EA)가 발표한 축구게임 FIFA 21 'EPL 올 시즌의 팀'(Team Of The Season)에서... 
"맨유, 소셜 미디어서 손흥민 인종차별한 팬 찾아내 '출입금지'",선수였던 손흥민(29·토트넘)을 향해 소셜 미디어에 인종차별적 내용의 글을 남긴 팬을 찾아내 징계했다. 맨유는 4월 11일(이하 현지시간) 경기 뒤 소셜 미디어에서 토트넘의 손흥민에게 욕설해 클럽 규정을 위반한... 
英 매체 2020년 버전의 손흥민이 돌아왔다,영국의 한 매체가 공격포인트를 신나게 쌓던 작년의 손흥민(토트넘홋스퍼)이 돌아왔다며 반겼다. 3일 오전... 손흥민은 1골 1도움을 기록하며 팀의 대승에 일조했다. 후반 16분 가레스 베일의 골을 완벽하게 도운 뒤... 
"손흥민, EPL 개인 한 시즌 최다 15호골 기록",손흥민(29·토트넘 홋스퍼)이 자신의 잉글랜드 프리미어리그(EPL) 한 시즌 최다골 기록을 경신했다. 손흥민은 22일 오전(이하 한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2020~2021시즌 EPL 29라운드... 
손흥민 '시무룩'에 팬들 일침…행동으로 보여줘,"손흥민(28, 토트넘 홋스퍼)은 지난달 30일(이하 한국 시간) 영국 방송 '스카이 스포츠' 인터뷰에서 스퍼스는... 손흥민이 내 득점 기록은 중요하지 않다. 오직 스퍼스가 지금보다 더 잘했으면 하는 바람뿐이라며... "
손흥민 프로 첫 우승컵 '다음 기회에',"토트넘, 카라바오컵 결승 맨시티에 패 2010년 함부르크 데뷔후 12년째 무관 손흥민(29·춘천 출신·토트넘)이 '무관'의 설움을 씻을 기회를 놓쳤다.손흥민의 소속팀인 토트넘은 26일(한국시간) 영국 런던의 웸블리... "
"토트넘, 리그컵 5번째 준우승…손흥민 '아쉬움의 눈물'",손흥민은 콤비인 해리 케인과 함께 풀타임 분전했지만 골 침묵을 지켰습니다. 이로써 토트넘은 2007-2008시즌... 프로 무대 통산 첫 우승 기회를 놓친 손흥민은 종료 휘슬이 울리자 주저앉아 아쉬움의 눈물을 흘렸고... 
"손흥민, PK 결승포로 EPL 개인 최다골…팀은 2-1 승",토트넘 손흥민이 경기 종료 직전 페널티킥을 성공하며 프리미어리그(EPL) 한 시즌 최다 득점 기록을 경신했다. 손흥민은 오늘(22일) 사우샘프턴과의 리그 홈 경기에 선발 출전해 1-1로 팽팽하던 후반 45분 페널티킥 골을... 
"우승 문턱서 주저앉은 손흥민, 또다시 아쉬움의 눈물",사진=ESPN FC 트위터 캡처 토트넘의 손흥민이 맨시티와의 카라바오컵 결승전에서 상대 팀의 카일 워커를 수비하고 있다. 사진=AP PHOTO[이데일리 스타in 이석무 기자] ‘슈퍼소니’ 손흥민(29·토트넘)이 또 한 번 우승... 
"'손흥민 풀타임' 토트넘, 리그컵 준우승…맨시티 4회 연속 우승","맨시티, 리그컵 통산 8회 챔피언…리버풀과 최다우승 타이 손흥민, 프로 무대 첫 우승 기회 '물거품'에 눈물 흘려 프로 무대 통산 첫 우승 트로피의 기회를 놓친 손흥민(토트넘)은 끝내 눈물을 흘렸다. '콤비' 손흥민과... "
손흥민 EPL 한 시즌 최다 15골,"손흥민이 자신의 정규리그 한 시즌 최다 골 기록을 경신하고, 토트넘에는 승리를 안겼다. 손흥민은 22일 오전(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서 열린 2020-2021시즌 잉글랜드 프리미어리그(EPL) 29라운드... "
"손흥민·황의조, 김학범호 와일드카드로 승선하나","올림픽 24세 이상 3명 출전 가능…축구 대표팀, 후보 11명 중 고민 - 손흥민·황의조 소속팀 재정난 탓- 대회 참가 허용으로 급선회할 듯- 김학범 “팀에 맞는 선수 뽑을 것”손흥민과 황의조가 남자 올림픽 축구대표팀... "
"케인, 손흥민 제치고 런던 풋볼 어워즈 '올해의 선수' 선정","손흥민의 토트넘 동료 해리 케인이 런던을 연고로 둔 잉글랜드 프리미어리그 선수 중 최고의 활약을 펼친... 올시즌 21골을 넣어 EPL 득점 선두를 달리는 케인은 손흥민, 데클란 라이스, 토마시 수첵(이상 웨스트햄)... "
"손흥민, “무리뉴는 여전히 세계 최고의 감독, 성공하지 못해 슬퍼”","손흥민이 무리뉴 감독의 경질에 대해 이야기했다. 무리뉴는 세계 최고의 감독 중 한 명이고, 그와 함께 성공하지 못해 슬프다고 말했다. 영국 ‘HITC’에 따르면 최근 손흥민은 덴마크 방송 ‘TV3 Sport’와 인터뷰를... "
'런던풋볼어워즈' 올해의 선수는 케인…손흥민은 수상 불발,최종 후보에 이름을 올렸던 손흥민(29)의 수상은 불발됐다. '런던 풋볼 어워즈 2021'는 28일(한국시간) 케인을... 2019년 손흥민이 수상했던 메인 트로피인 '올해의 선수상'에는 케인이 수상의 영광을 안았다. 케인은 2020... 
"영국 매체 “손흥민 눈물, 우승컵 없는 토트넘 현실”",매경닷컴 MK스포츠 박찬형 기자 손흥민(29·토트넘 홋스퍼)이 프로축구 데뷔 이후 연령 제한이 없는... 2020-21 잉글랜드축구리그(EFL) 컵대회 결승전 패배 후 울음을 터트린 손흥민을 보고 많은 홋스퍼 팬은 같은... 
"'손흥민 동료' 오리에, 친정팀 PSG에서 포체티노 감독과 재회하나?",세르주 오리에가 친정팀 파리 생제르맹(PSG) 영입 리스트에 올랐다. 프랑스 매체 'RMC스포츠'는 5일(현지시간) PSG는 다음 시즌 오른쪽 풀백을 찾고 있는 가운데 오리에를 영입 후보에 올려놓고 있다. 이번 시즌 임대로... 
EPL 개인 최다골 기록 손흥민…이제 카라바오컵 위너 돼야죠,잉글랜드 프리미어리그(EPL) 개인 한 시즌 최다골 기록을 작성한 손흥민(29·토트넘)이 이제 프로 첫 우승을 정조준한다. 손흥민은 22일 오전(이하 한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2020-2021시즌 EPL... 
"케인 '칭찬 또 칭찬', 손흥민, 축구 지능 좋다!","손흥민, 축구 지능이 뛰어나다. 케인은 지난달 30일(한국시간) 스카이스포츠에 게재된 인터뷰서 손흥민과 나는 서로에 대한 이해심이 깊다. 또 전반적으로 축구 지능이 좋기 때문에 서로 연계 플레이를 펼치는데 어렵지... "
손흥민도 와일드카드 후보...김학범호 '메달 프로젝트' 시동,김학범 감독의 애제자 황의조는 물론 에이스 손흥민 선수까지 와일드카드 후보에 포함됐습니다. 조성호... 핵심 전력이 될 와일드카드 3명 후보군에는 손흥민과 황의조 등 11명이 올라 있습니다. 24세 이하는 해외파... 
"손흥민, 이젠 첫 ‘타이틀 사냥’이다",손흥민(29·토트넘)이 첫 우승 타이틀 도전을 앞두고 개인 한 시즌 최다골 기록을 작성하며 분위기를 끌어올렸다. 손흥민은 22일 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 사우샘프턴과의 잉글랜드 프리미어리그... 
"손흥민, 도쿄행 가능성에 日 긴장... 경계해야 한다",일본 언론이 손흥민(토트넘) 때문에 긴장하고 있다. 사커다이제스트는 29일 한국의 메달 획득 기대감을 높이는 깜짝 발언이 나왔다며 김학범 감독은 기자회견을 통해 '국민적인 영웅' 손흥민의 와일드카드 소집... 
"[스포츠타임] 손흥민이 돌아왔다, 토트넘 UCL 희망의 끈 '정조준'",자신감 넘치던 손흥민이 돌아왔다. 셰필드 유나이티드전 1골 1도움에 10-10을 기록하자 현지에서 찬사를 보냈습니다. 토트넘은 손흥민과 챔피언스리그 진출 희망을 바라봅니다. 토트넘은 8일 리즈 유나이티드와... 
"'내머릿속엔 손흥민까지'…학범슨 병역 당근 지웠다, 원팀 향한 백의종군을 원...",제공 | 대한축구협회 “손흥민도 와일드카드 후보다. ” 2020 도쿄올림픽 남자 축구 본선에 도전하는 김학범... 그는 “11명의 후보군을 확정했다”며 “손흥민도 들어가 있다”고 깜짝 발언했다. 그러면서 “현재... 
"'역전 결승골' 손흥민, 평점 7.4점…팀 내 2위",손흥민이 감독 경질로 뒤숭숭했던 소속팀 토트넘을 구하며 팀 내에서 두 번째로 높은 평점을 받았다. 손흥민은 22일(한국) 영국 런던의 토트넘 핫스퍼 스타디움에서 열린 사우샘프턴과의 2020~2021 잉글랜드 프로축구... 
"'빅리그에서 단 8명!'...손흥민, 올 시즌 '10-10' 클럽에 당당히 포함", 오종헌 기자 = 손흥민이 두 시즌 연속 리그 '10(골)-10(도움)' 고지를 달성했다. 최고의 선수들과 기록을... 손흥민 역시 뛰어난 경기력을 선보였다. 좌측면 공격수로 선발 출전한 손흥민은 경기 초반부터 가벼운... 
"손흥민 무리뉴, 토트넘에서 성공하지 못해 미안하고 슬펐다",손흥민이 무리뉴 감독이 토트넘에서 성공을 거두지 못한 것에 미안함과 함께 슬픔을 느꼈다고 전했다.... 손흥민은 무리뉴 감독 경질 후 슬픔을 직간접적으로 나타냈던 몇 안되는 토트넘 선수였다. 영국 팀토크는 4일... 
"英 BBC 손흥민, 토트넘 재계약 고려 중","손흥민(29)과 토트넘 홋스퍼가 재계약 공감대를 이어가고 있는 모양이다. 해리 케인(28)은 이적설이 돌고 있지만, 손흥민은 재계약설이 나오고 있다. 영국 공영방송 'BBC'는 1일(한국시간) 케인보다 한 살 많은 손흥민은... "
"손흥민, 개나 먹어라 인종차별…토트넘 조사 착수",손흥민이 소셜네트워크서비스(SNS)에서 인종차별을 당한 가운데 소속 구단인 토트넘이 조사에 착수했다.... 그러면서 우리는 손흥민과 함께할 것이라고 덧붙였다. 손흥민은 지난 11일 영국 런던 토트넘 홋스퍼... 
"'울보' 손흥민을 향한 날선 비판 왜, '월클' 레벨업돼 보는 눈이 달라졌다",영국 매체 풋볼런던이 토트넘 공격의 중심 손흥민(29)의 리그컵 결승전에서 드러난 문제점에 대해 평가했다. 손흥민은 맨시티와의 리그컵 결승전에 선발 출전 90분 풀타임을 뛰었지만 상대 수비진을 위협할 정도로... 
"PK로 리그 15호골…손흥민, 한 시즌 리그 최다골 기록 쓰다",손흥민이 페널티킥으로 잉글랜드 프리미어리그(EPL) 입성 후 단일 시즌 최다골 기록을 경신했다. 손흥민은 22일 영국 런던 토트넘 홋스퍼 스타디움에서 열린 2020~2021 EPL 사우샘프턴과 29라운드 순연 경기에서 1-1의... 
케인 떠나도 손흥민 남는다…토트넘과 재계약 임박했다,손흥민(토트넘)이 팀에 남을 가능성이 커 보인다. 손흥민의 계약은 2023년에 끝난다. 이제 재계약 논의를 해야 할 시기다. 코로나19로 재정적인 어려움이 있는 상황에서 토트넘이 올여름 손흥민과 재계약 논의를 시작할... 
"손흥민, 프로 첫 우승 또 무산...리그컵 결승서 맨시티에 0-1 패",토트넘의 손흥민이 프로 첫 우승을 위해 혼신의 힘을 다했지만 또 다시 고배를 마셨다. 토트넘은 26일... 손흥민은 2010년 함부르크(독일)에서 프로 데뷔 이후 첫 우승을 노렸지만 또 한 걸음이 모자랐다. 손흥민과... 
동료 베일의 해트트릭 기뻐하는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 가레스 베일의 해트트릭을 기뻐하고 있다. © AFP=뉴스1
베일 뒤따르며 선제골 지켜보는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 가레스 베일의 선제골을 바라보고 있다. © AFP=뉴스1
"케인, 손흥민 떠나 메시 곁으로 가나...바르셀로나와 접촉", 김대식 기자 = 해리 케인의 최측근들이 바르셀로나와 접촉했다는 사실이 알려졌다. 스페인 '스포르트'는 9일(한국시간) 바르셀로나의 계획이 명확해지고 있다. 네이마르가 파리생제르맹(PSG)과 재계약을 하면서 이들의... 
"손흥민, 토트넘과 재계약 곧 성사...구단도 판매 의사 없다", 김대식 기자 = 손흥민이 토트넘과의 재계약을 기다리고 있다는 소식이 등장했다. 영국 '기브미스포츠'은... 그는 팟캐스트에서 손흥민은 곧 토트넘과의 재계약이 성사될 것이다. 아직도 재계약이 합의가 되지는... 
"개나 먹어라…인종차별 당한 손흥민, 토트넘 조사 착수",손흥민(29·토트넘 훗스퍼)이 맨유전 직후 SNS를 통해 심한 인종차별을 당했다. 토트넘은 단호하게... 팀은 역전패를 당했지만 손흥민은 리그 14호골을 터트리며 자신의 한 시즌 정규리그 최다골 동률을 기록했다.... 
"토트넘 후보라면, 손흥민 쓰고 싶을 것…英 매체 새로운 해석","누구라도 손흥민(29), 해리 케인(28) 등 토트넘 선수들을 지도하고 싶을 거라는 주장이다. 영국 매체 '디... 손흥민과 해리 케인이 공격 포인트를 올려도 매번 실점하며 잡을 수 있는 경기를 놓쳤다. FA컵과 유럽축구연맹(UEFA)... "
첫 우승컵 눈앞서 놓친 토트넘 손흥민 끝내 눈물,손흥민이 끝내 눈물을 보였다.토트넘 홋스퍼는 26일(이하 한국시각) 영국 런던 웸블리스타디움에서 열린... 지난 2010년 함부르크(독일)에서 프로 선수 생활을 시작한 손흥민은 어렵사리 찾아온 프로 무대 통산 첫 우승... 
외신도 조명한 손흥민의 눈물…동료의 위로도 슬픔을 덜어주지 못했다,토트넘 홋스퍼 손흥민(29)의 프로 첫 우승의 꿈이 날아갔다. 카라바오컵(컵대회) 우승의 문턱서 주저앉자 손흥민은 슬픔의 눈물을 쏟아냈다. 상대 맨체스터 시티(맨시티) 선수들의 위로에도 손흥민의 눈물은 쉽게... 
"손흥민, 시즌 15골… 감독 경질 후 첫 경기서 PK결승골",영국 프리미어리그 토트넘의 손흥민(29)이 감독 경질 후 첫 경기에서 결승골을 터뜨렸다. 자신의 한 시즌 최다 골 기록도 갈아치웠다. 손흥민은 22일(한국 시각) 잉글랜드 프로축구 프리미어리그(EPL) 사우샘프턴과의 홈... 
손흥민 토트넘 최고 선수는 해리 케인,손흥민(29)이 올 시즌을 돌아봤다. 이번 시즌 손흥민은 개인기록에서 커리어 하이를 찍었다. 모든 경기 통틀어 20골 16도움으로 맹활약했고 프리미어리그에서만 15골 9도움을 기록했다. 15골은 2016-2017시즌 14골을 넘어선... 
'리그컵 준우승' 손흥민 펑펑 울었다…또 마지막 문턱에서 좌절,토트넘 홋스퍼의 손흥민은 리그컵 결승 패배가 확정되자 쓰러져서 펑펑 울었다. 또 다시 마지막 문턱에서 좌절한 손흥민에겐 받아들이기 힘든 결과였다. 토트넘은 26일 오전(한국시간) 영국 런던 웸블리에서 열린... 
"손흥민, PK로 리그 15호골…개인 한 시즌 리그 최다골 기록 썼다",손흥민이 페널티킥으로 잉글랜드 프리미어리그(EPL) 입성 후 단일 시즌 최다골 기록을 경신했다. 손흥민은 22일 영국 런던 토트넘 홋스퍼 스타디움에서 열린 2020~2021 EPL 사우샘프턴과 29라운드 순연 경기에서 1-1의... 
손흥민의 눈물…'우승' 위해 떠날 때가 온 것일까? [축덕쑥덕],축덕쑥덕 124 : 손흥민의 눈물…'우승' 위해 떠날 때가 온 것일까? 손흥민 선수가 그토록 바랐던 우승컵을 또 놓치고 눈물을 흘렸습니다. 이번 눈물은 어떤 의미였을까요. 축구에 대한 남다른 애정과 열정을... 
"개나 먹어라…손흥민, 맨유전 뒤 SNS서 인종차별 당해",토트넘의 손흥민이 맨체스터 유나이티드전에서 파울을 당한 것도 모자라 상대 팬들의 인종차별적 악플을... 뒤 손흥민의 인스타그램에는 그를 비난하는 맨유 팬들의 댓글이 줄을 이었다. 손흥민이 이날 반칙을 당해... 
"손흥민, 한일전 출전 굉장히 기대했다던데 日위원장 회고",한국 축구대표팀 에이스 손흥민(29·토트넘)이 지난달 일본에서 열린 한일전 참가를 고대했었다고 일본... 돌아보며 손흥민의 이름을 꺼냈다. 강한 상대를 만나야 강해질 수 있다는 JFA의 기조에 맞지 않게 한국의... 
"쿠팡플레이, 손흥민 출전 '카라바오컵 결승전' 중계","손흥민 선수의 프로 커리어 첫 우승컵 도전으로 국내 팬들의 많은 관심을 모으고 있다. 쿠팡플레이 모바일 앱으로 편리하게 경기를 시청할 수 있을 뿐 아니라 큰 TV 화면으로 가족, 친구들과 다 함께 경기를 즐기며 손흥민... "
"'손흥민 때문에 촉발' FA, 인종차별 막기 위한 SNS 보이콧 운동",손흥민이 타깃이 되기도 했다. 손흥민은 지난 13일 열린 맨유와의 경기 이후 SNS상에서 심각한 인종차별을 당한 것이 확인됐다. 손흥민 이전에는 팀 동료 산체스가 인종차별을 당하기도 했다. 이 밖에도 많은 외국인... 
"손흥민, 리그 14호골…한 시즌 개인 최다골 동률",손흥민(토트넘)이 맨체스터 유나이티드를 상대로 리그 14호골을 터뜨리며 자신의 한 시즌 정규리그 최다골 동률을 기록했다. 12일(한국 시간) 손흥민은 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 맨유와의 2020... 
[영상] 손흥민 EPL 개인 최다 15호골…이제 카라바오컵 위너 돼야죠,손흥민(29)이 페널티킥으로 잉글랜드 프리미어리그(EPL) 한 시즌 최다골 기록을 경신하며 토트넘 홋스퍼에 승리를 안겼습니다. 손흥민은 22일 오전(이하 한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2020... 
토트넘 떠난 에릭센은 우승컵 들었는데...손흥민은 여전히 '무관',"크리스티안 에릭센이 우승컵을 품에 안았지만, 여전히 손흥민은 무관의 설움을 떨쳐내지 못하고 있다. 인터... 이런 에릭센과 대조되는 건 당연히 손흥민과 해리 케인이다. 에릭센은 토트넘을 떠나 우승컵을 손에... "
"맨유, 손흥민 ‘인종차별’ 팬에 출입금지 징계",(맨유)가 손흥민(토트넘)의 SNS에 인종차별 발언을 한 팬을 징계했다. 지난달 30일(이하 한국시간) “지난 4월11일 토트넘과 경기 후 SNS에서 손흥민에게 인종차별 발언을 한 팬 6명에게 경기장 출입 금지 징계를... 
'간절했던 첫 우승인데…' 주저 앉아 눈물 흘린 손흥민,"하지만 손흥민(29)에게도, 토트넘 핫스퍼에게도 맨체스터 시티의 벽은 높았다. 압도적으로 밀린 끝에... 토트넘은 2007-2008시즌 카라바오컵 우승 이후 13년 만의 우승 도전에 실패했고, 손흥민도 데뷔 후 첫 우승 기회를... "
"'새 역사썼다' 손흥민 PK 15호골, 한 시즌 개인 최다골 달성했다",토트넘 스타 손흥민(29)이 PK로 단일 시즌 개인 리그 최다골을 기록했다. 리그 15호골. 또 토트넘의 역전 결승골이었다. 손흥민이 22일 새벽(한국시각) 영국 런던 토트넘홋스퍼스타디움에서 벌어진 리그 홈경기서... 
손흥민 위로하는 케빈 더브라위너,손흥민이 26일 토트넘이 영국 런던의 웸블리 스타디움에서 열린 맨시티와 2020-2021 잉글랜드풋볼리그... 사진은 ESPN FC 소셜 미디어에 손흥민 위로하는 케빈 더브라위너 모습이 올라온 모습. 2021.4.26 [ESPN FC... 
"인테르 11년 만 우승 이끈 콘테, 손흥민 스승되나... “생산적 대화”",인터 밀란 수장 안토니오 콘테(51)가 토트넘 홋스퍼 차기 사령탑으로 급부상했다. 이탈리아 코리에레 델로 스포르트는 5일 “토트넘이 인터 밀란을 이끌고 있는 콘테 영입 계획을 갖고 있다”고 보도했다.... 
"맨유, 손흥민 인종차별한 팬 6명 출입금지 징계…SNS 보이콧 캠페인도 동참","SNS에서 손흥민(29, 토트넘 홋스퍼)을 향한 인종차별성 글을 게재한 팬들에게 징계를 내렸다. 맨유는 30일(한국시간) “지난 12일 토트넘과의 경기 종료 후 SNS에서 상대 선수 손흥민에게 욕설을 하는 등 클럽 규정을... "
"“손흥민, 토트넘과 재계약할 것… 이미 성립 직전”... 英기자 전망","영국 기자가 손흥민과 토트넘 홋스퍼의 재계약을 전망했다. 영국 ‘디 애슬레틱’의 데이비드 온스테인 기자는 “아직 실현되지 않았지만, 재계약이 이루어질 것”이라고 전했다. 손흥민은 토트넘과 2023년 6월까지... "
